Job Title | Education | age | sex | Online Edu | Edu Match
Managers in construction | GCSE grades A*-C or equivalent | 63 | Male | Other qualification | 0
Prod. works & maintenance managers | GCE A level or equivalent | 65 | Male | Other qualification | 0
Financial managers & chartered secs | Higher education | 67 | Male | Degree or equivalent | 0
Financial managers & chartered secs | GCE A level or equivalent | 68 | Female | Degree or equivalent | 0
Van drivers | Higher education | 32 | Male | Other qualification | 0
Financial managers & chartered secs | Higher education | 55 | Female | Degree or equivalent | 0
Financial managers & chartered secs | Other qualification | 54 | Male | Degree or equivalent | 0
Care assistants and home carers | GCE A level or equivalent | 24 | Female | Other qualification | 0
Painters and decorators | GCE A level or equivalent | 57 | Male | Other qualification | 0
General office assistants or clerks | Other qualification | 53 | Female | GCSE grades A*-C or equivalent | 0
Sales and retail assistants | Other qualification | 36 | Female | Other qualification | 1
Receptionists | GCSE grades A*-C or equivalent | 38 | Male | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 18 | Male | Other qualification | 0
Local gov clerical offs & assists | GCSE grades A*-C or equivalent | 64 | Male | Other qualification | 0
Prison serv off (below princ off) | Other qualification | 28 | Male | Other qualification | 1
Prim & nurs eductn teaching profs | Degree or equivalent | 58 | Female | Other qualification | 0
Ship and hovercraft officers | Degree or equivalent | 58 | Male | Other qualification | 0
Researchers n.e.c. | Degree or equivalent | 24 | Male | Other qualification | 0
Houseprnts and residential wardens | Degree or equivalent | 56 | Female | Other qualification | 0
Plumb, hea & ventilating engineers | Higher education | 54 | Male | Other qualification | 0
Waiters, waitresses | Degree or equivalent | 25 | Female | Other qualification | 0
Chefs, cooks | GCE A level or equivalent | 24 | Male | Other qualification | 0
Secondary eductn teaching prfsnals | Degree or equivalent | 33 | Female | GCSE grades A*-C or equivalent | 0
Sales and retail assistants | Higher education | 48 | Female | Other qualification | 0
Social workers | Higher education | 68 | Female | Degree or equivalent | 0
Nurses | Degree or equivalent | 41 | Female | Degree or equivalent | 1
Research and development managers | Degree or equivalent | 42 | Male | Degree or equivalent | 1
Sales related occupations n.e.c. | GCSE grades A*-C or equivalent | 45 | Male | Other qualification | 0
Mobile machine drivers & operatives | Other qualification | 59 | Male | Other qualification | 1
Sales and retail assistants | Other qualification | 56 | Female | Other qualification | 1
Nurses | GCE A level or equivalent | 44 | Female | Degree or equivalent | 0
Care assistants and home carers | Higher education | 44 | Male | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 27 | Male | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 26 | Female | Other qualification | 0
Lab oth const trades n.e.c. | GCSE grades A*-C or equivalent | 41 | Male | Other qualification | 0
Cleaners, domestics | GCSE grades A*-C or equivalent | 41 | Male | Other qualification | 0
Civil Serv admin offcrs and assists | GCSE grades A*-C or equivalent | 28 | Male | Other qualification | 0
Marketing and sales managers | GCSE grades A*-C or equivalent | 61 | Female | Degree or equivalent | 0
Estimators, valuers and assessors | GCE A level or equivalent | 59 | Male | Other qualification | 0
General office assistants or clerks | GCSE grades A*-C or equivalent | 51 | Male | GCSE grades A*-C or equivalent | 1
Sales and retail assistants | Other qualification | 60 | Female | Other qualification | 1
Packers, bottlers, canners, fillers | GCSE grades A*-C or equivalent | 21 | Male | Other qualification | 0
Retail and wholesale managers | GCE A level or equivalent | 31 | Male | Degree or equivalent | 0
Care assistants and home carers | GCE A level or equivalent | 26 | Female | Other qualification | 0
Care assistants and home carers | Higher education | 47 | Female | Other qualification | 0
Design and development engineers | Degree or equivalent | 46 | Male | Degree or equivalent | 1
Chefs, cooks | GCSE grades A*-C or equivalent | 53 | Female | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 19 | Male | Other qualification | 0
General office assistants or clerks | GCE A level or equivalent | 57 | Female | GCSE grades A*-C or equivalent | 0
Fork-lift truck drivers | Other qualification | 57 | Male | Other qualification | 1
Pharmacy managers | Degree or equivalent | 22 | Male | Degree or equivalent | 1
Buyers and purchasing officers | Degree or equivalent | 25 | Female | Other qualification | 0
Sales representatives | Degree or equivalent | 34 | Male | Other qualification | 0
educal assistants | Higher education | 25 | Female | Degree or equivalent | 0
Care assistants and home carers | GCE A level or equivalent | 49 | Male | Other qualification | 0
Van drivers | GCE A level or equivalent | 62 | Male | Other qualification | 0
Receptionists | GCSE grades A*-C or equivalent | 32 | Female | Other qualification | 0
Hotel and accommodation managers | GCE A level or equivalent | 34 | Male | Other qualification | 0
Cleaners, domestics | GCSE grades A*-C or equivalent | 26 | Female | Other qualification | 0
Construction trades n.e.c. | GCSE grades A*-C or equivalent | 27 | Male | Other qualification | 0
Estimators, valuers and assessors | GCSE grades A*-C or equivalent | 38 | Female | Other qualification | 0
Gardeners and grounds(wo)men | Other qualification | 52 | Male | Other qualification | 1
Care assistants and home carers | GCE A level or equivalent | 48 | Female | Other qualification | 0
Countryside and park rangers | Degree or equivalent | 40 | Female | Other qualification | 0
Natural environ & cons managers | Degree or equivalent | 44 | Male | Other qualification | 0
Social workers | Degree or equivalent | 22 | Female | Degree or equivalent | 1
Police offcrs (sergeant and below) | GCSE grades A*-C or equivalent | 54 | Male | Other qualification | 0
Marketing and sales managers | Degree or equivalent | 40 | Male | Degree or equivalent | 1
Marketing and sales managers | Degree or equivalent | 37 | Female | Degree or equivalent | 1
Software professionals | Degree or equivalent | 59 | Male | Degree or equivalent | 1
Care assistants and home carers | GCSE grades A*-C or equivalent | 52 | Female | Other qualification | 0
General office assistants or clerks | Higher education | 42 | Male | GCSE grades A*-C or equivalent | 0
Prod. works & maintenance managers | GCSE grades A*-C or equivalent | 24 | Male | Other qualification | 0
Nurses | GCE A level or equivalent | 48 | Male | Degree or equivalent | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 25 | Female | Other qualification | 0
Marketing associate professionals | GCE A level or equivalent | 28 | Male | Degree or equivalent | 0
Sales and retail assistants | GCE A level or equivalent | 28 | Female | Other qualification | 0
Vocatn & indust trainrs & instrctrs | GCE A level or equivalent | 29 | Male | Other qualification | 0
IT strategy and planning prfsnals | GCE A level or equivalent | 27 | Male | Other qualification | 0
Security guards and rel occupations | GCSE grades A*-C or equivalent | 55 | Male | Other qualification | 0
Nurses | Other qualification | 57 | Female | Degree or equivalent | 0
Nursing auxiliaries and assistants | GCE A level or equivalent | 29 | Female | Other qualification | 0
Mtl working prod & maintnce fitter | GCSE grades A*-C or equivalent | 42 | Male | Other qualification | 0
Spec needs educ teaching profs | Degree or equivalent | 46 | Female | Other qualification | 0
Accnts wages clerk, bookkeeper | Other qualification | 70 | Female | Other qualification | 1
Plumb, hea & ventilating engineers | GCE A level or equivalent | 30 | Female | Other qualification | 0
Refuse and salvage occupations | GCE A level or equivalent | 37 | Male | Other qualification | 0
Nurses | Degree or equivalent | 39 | Female | Degree or equivalent | 1
Care assistants and home carers | GCE A level or equivalent | 59 | Female | Other qualification | 0
Refuse and salvage occupations | GCE A level or equivalent | 43 | Male | Other qualification | 0
Sales and retail assistants | Other qualification | 87 | Female | Other qualification | 1
Accnts wages clerk, bookkeeper | GCE A level or equivalent | 53 | Female | Other qualification | 0
Chefs, cooks | Higher education | 52 | Male | Other qualification | 0
Chefs, cooks | GCSE grades A*-C or equivalent | 26 | Male | Other qualification | 0
Accnts wages clerk, bookkeeper | Degree or equivalent | 66 | Female | Other qualification | 0
Metal working machine operatives | GCSE grades A*-C or equivalent | 29 | Male | Other qualification | 0
Sales and retail assistants | GCE A level or equivalent | 19 | Male | Other qualification | 0
Counter clerks | GCSE grades A*-C or equivalent | 20 | Female | Other qualification | 0
educal assistants | GCE A level or equivalent | 54 | Female | Degree or equivalent | 0
Prod. works & maintenance managers | Higher education | 59 | Male | Other qualification | 0
Sales and retail assistants | GCE A level or equivalent | 22 | Male | Other qualification | 0
educal assistants | GCE A level or equivalent | 46 | Female | Degree or equivalent | 0
Marketing and sales managers | Other qualification | 50 | Male | Degree or equivalent | 0
Cleaners, domestics | Other qualification | 59 | Female | Other qualification | 1
Fin. & invest. analyst & advisers | GCE A level or equivalent | 21 | Female | Other qualification | 0
Road sweepers | GCE A level or equivalent | 20 | Female | Other qualification | 0
Floorers and wall tilers | GCE A level or equivalent | 20 | Male | Other qualification | 0
Police officers (inspectrs & above) | Degree or equivalent | 45 | Female | Other qualification | 0
General office assistants or clerks | GCSE grades A*-C or equivalent | 36 | Female | GCSE grades A*-C or equivalent | 1
Leisure and theme park attendants | GCSE grades A*-C or equivalent | 17 | Female | Other qualification | 0
educal assistants | Degree or equivalent | 35 | Female | Degree or equivalent | 1
Police offcrs (sergeant and below) | Higher education | 35 | Male | Other qualification | 0
Market research interviewers | GCE A level or equivalent | 73 | Female | Other qualification | 0
Routine inspectors and testers | GCE A level or equivalent | 23 | Male | Other qualification | 0
educal assistants | GCSE grades A*-C or equivalent | 21 | Female | Degree or equivalent | 0
Sales and retail assistants | GCE A level or equivalent | 66 | Female | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 41 | Female | Other qualification | 0
Plumb, hea & ventilating engineers | GCE A level or equivalent | 39 | Male | Other qualification | 0
Packers, bottlers, canners, fillers | GCSE grades A*-C or equivalent | 18 | Male | Other qualification | 0
Nursing auxiliaries and assistants | GCE A level or equivalent | 45 | Female | Other qualification | 0
